Transaction ID,Customer ID,Transaction Date,Transaction Amount
2912c87e-5e12-4ba8-94da-c3b89b09c62a,7ced18dc-d018-4b2a-8156-0bf2a9e537a5,2023-10-01,59.58
7dee0e3d-40ee-413a-ba0d-241f0cd5856e,584ccbb4-c59e-4cac-a518-a661576b8250,2022-07-30,77.74
13a2922f-a30d-4996-b79e-62af42745b15,4c7ffb29-2459-4225-9fcb-e47383601e48,2023-08-09,172.52
5f6e2f05-f16f-4cd9-bf49-c3d265eb1c17,a46c1819-74a9-4991-a9b6-ac10412d77d9,2024-04-16,80.94
b158272c-3ff4-4573-b0fc-5ee682c94837,7db87588-259a-43f4-8cfe-c2d26e3dbee8,2024-01-20,74.74
62a1333e-1eaf-471e-bc76-8ae7ff94e9f4,36346a75-fcfc-4ab1-829f-ffe9c73c4670,2023-03-21,188.82
e2701ded-7777-4f6a-b7ef-639d66542d69,03dc6944-0950-4981-9f20-6fb24c917b68,2023-03-14,50.96
a86269eb-5e45-45bf-86ef-4ec30787f983,76271f20-eb10-45e1-a154-49429e56303f,2023-09-15,123.58
77616613-a8c5-4ccd-9c4e-db8605cb7ecc,36346a75-fcfc-4ab1-829f-ffe9c73c4670,2023-12-10,149.74
366b4c51-48c4-4b99-a74f-ed5791a6f831,37aec06c-37a7-4452-852f-42467fa380f4,2023-05-18,68.95
92baab7c-3c14-40c3-ba9a-48b04f44ef51,e03ebba6-a5de-4ed7-b5c1-7d80e73ffc5b,2023-09-25,48.34
87ee2fc6-ff3a-437a-b250-35b6a1801b71,e3ec53da-3108-4f08-9533-f1b7dd0f5858,2023-10-04,142.35
7ea80811-6a5c-4853-9584-aa19a6508396,741118fd-f8a0-4c81-a79b-e69f71bd743d,2022-10-31,25.05
6829fc1f-746e-41a5-91f2-389581f178c0,83953f42-5af5-48df-8bbb-52a541097340,2023-12-12,60.06
8b431fb3-4226-4ef7-9dc0-6e582159f988,f0083330-48d0-406e-8be0-8c40070a6b11,2022-09-06,87.39
e9300fef-420d-476f-ace2-43d07402135c,fd318b34-7371-4041-a413-0a2d9dd1873a,2023-03-30,52.67
c0027ccb-e1b4-4b55-b581-38264328fec1,ad449b2f-2ba9-48bd-bd10-c243cadcb42f,2022-09-15,91.49
e36765b9-2669-4678-9364-941ab2c41f38,1e74f2f4-98cd-4b50-a98b-721bbb0428be,2023-04-02,178.66
6cc35464-3c4e-4a30-8884-0656f449342d,cc54e0c5-6cd8-4f70-a13e-68dc0815a276,2023-01-12,212.42
2a898171-08ff-47dd-a8b6-130a9c6cc56f,d954f713-5a56-4e06-9c2d-4fd611bf5fa5,2023-06-29,227.23
0c63c93c-f795-4ca8-8451-61c2817250e9,31e8beb9-584a-4c2f-a9f1-19b51abe5c97,2023-04-03,141.06
06642f15-fa2b-4a12-b7e0-e5c002a5d112,11135aaf-a557-49ba-a782-dd4f5299986e,2023-01-12,164.19
2ac75427-c5eb-43ba-9943-365d0a3941a1,f6cc9913-c604-4f8d-b96e-c65e4af13380,2023-05-21,95.92
91bea7ea-1052-4dcd-b5ae-2469110bbfd1,4f998b75-b964-468b-ac1a-10a13468412c,2022-06-08,120.37
26159e30-ab90-4855-b732-2f73a8938878,424ee8fb-b48c-4a56-a681-dace356f5e22,2023-12-25,66.48
91f923a2-1dfe-4f62-bceb-8555aa24cb01,e0faec41-f6d3-462a-b7d2-ab7deb276a8a,2022-09-28,233.98
f2c28355-b742-40c7-baa3-d67d0722b589,bf0250cc-3f5b-45e3-b737-0eb0860c2211,2022-09-16,130.05
b0360a3e-d0f6-4961-93b4-84acf0c90dfc,94db6be9-b47f-4861-b2b3-76c08b977674,2022-12-19,86.29
9118893a-595d-4583-ac51-8f67640631f1,a749f144-6067-4316-a54a-840b768baf30,2023-08-13,170.9
740110d9-45a3-4bcc-8b5d-456a9a280854,31c364eb-8349-4f33-b7fc-930761bd0119,2023-07-27,156.69
276c067a-0aba-4cf2-9204-32a5775e6a14,0048ce04-598b-420f-ba89-f77428917ffc,2023-08-07,141.89
03cf6988-a580-44d3-b776-76580aff96fc,36346a75-fcfc-4ab1-829f-ffe9c73c4670,2023-11-24,177.72
13925ed5-cab5-439f-a004-cad6bcd37640,b3d939da-8ec0-4c21-a0c9-31fe734f2a60,2022-07-12,134.97
ec792433-2341-4aa7-8d60-1e28ce33aeb9,b4dd1c64-7ad3-47aa-8a29-ced7af125b0f,2023-11-16,101.07
ecbd58c4-4165-4172-beb3-e670a9a2856c,42526bf3-1426-408b-89c8-66adf51f6187,2023-11-25,178.25
563986d9-9cd7-40db-a0b0-87fd7dafc836,205f5aa5-b18e-4db5-88cc-d1798bb64c2d,2022-09-18,190.92
80062d74-d6af-4bf4-ac1f-6ebb65829b07,bb34b1f8-491e-472d-ac80-d497b088c215,2024-03-22,247.95
e9682799-00b5-4b77-8a31-cae44405601c,87570f28-328b-436c-8a08-8c06e7c2682a,2023-09-20,97.23
6c8581e6-75dd-485d-8aa2-27bfc26dc637,eea5b0db-39c0-426b-b340-549763896c85,2023-09-08,227.78
ea142a18-efbc-4a96-acd2-3a4163d15105,912911ad-6874-43f7-9d14-a9a9fb266e03,2023-02-26,50.62
804a62a4-5ebd-486e-aa72-38a5f796d2ca,6b781fdb-04de-4d7e-b2ec-c1f12862c203,2024-04-10,152.5
f26a0bb1-9eca-4c2a-91a0-6ca9af65670a,9ee0ce0d-4f09-407d-b136-724349974628,2023-10-22,202.15
32b2a67b-a42f-4645-8752-410c0035ac9b,c477dbd0-ce61-4818-96de-168c47f56ab1,2022-05-16,24.79
36cc98f6-69d0-47b9-92bc-9c0326c3e388,49420eb3-5163-4ebf-84e8-c4d7f77c4085,2022-09-10,23.33
d595153c-4f23-41e3-b0c9-b05e22065fa6,359cf4c0-1587-4cda-9f42-7063484e7f26,2024-04-06,57.46
10a29c5a-ef81-4c80-af7f-925673867fb1,d3b62a1b-ff52-4791-9d11-5617276c06a8,2024-02-22,116.91
0429c200-71c3-4863-9533-76db692072eb,b654d141-437c-40b8-a331-c7703e139c98,2023-03-25,23.82
71824349-c240-4e69-9b1b-71aaed9931c8,baa89666-b917-4af8-9e12-502d28ac1bd4,2022-06-16,114.26
fa0a2e98-7686-461f-a353-bb6756ddf6e0,90d929c4-f652-4789-a770-5595e9e5514d,2023-10-07,164.49
42875512-92e1-49ce-9428-a7a811a03643,bc9323ee-7b56-4466-841d-60203e96a013,2023-11-20,27.94
2c9f81b3-4a9d-4204-a06c-8e51b4a5a6ad,d54b0829-da84-4505-a012-ea618d4e0e7e,2023-06-09,50.48
8950e529-11af-49ce-808e-1cdbc37294fc,94a8c626-3998-4a44-8af3-44a1e5b93aff,2023-02-05,102.58
7b75036a-2713-4eac-9a7a-cf6f7225003e,305f5360-48b5-415c-833d-0509179cef23,2023-02-15,100.6
d5696398-8ccc-47da-ae5e-83b11808f03d,28e8c886-f98d-4e50-abae-0f8d5daa5cc6,2023-06-17,113.94
4e79ba93-ec75-4c87-bea0-75ac911f4dbd,1ce226ed-8af8-4b2f-b1d8-0ed1fe43c53b,2022-11-22,225.86
8242d1f0-63ec-4783-8cc4-7dbe607cb85a,d004c647-74bf-43e0-ad01-eb83039a3eaa,2022-06-09,112.33
d3eaaa2e-6eac-440f-8bbf-432a51994148,1fe9351b-15ed-4e0e-953b-b8a324d2833d,2023-11-25,138.03
e6a8521b-0ca6-4eef-8815-0cee5f7f295a,31ddd9eb-1971-4a2d-9339-23eb4f2a9499,2023-09-13,57.27
557e2854-9a95-4d61-aa4a-6b3958341977,3274862e-d70f-448f-aba9-343d2f7d8f96,2023-12-23,16.05
f20ceec9-1978-4bf1-87c7-3080a69d195e,1bc47f97-941d-4195-92af-290be541ae71,2023-10-19,152.01
29c5d7a3-70f6-4cf7-ba2c-9c35088475bd,c1c72e8f-7565-4e8d-aac3-5c4564c192df,2022-11-22,74.16
68af8690-067e-4918-8a1c-c23fc1897cbb,1fe47281-fe06-43a9-ab6c-bf308dec8ab8,2022-10-29,120.81
3be08440-9903-49b8-9df5-9d0963553d13,e9029b5c-348b-411d-b515-9a7244863654,2024-03-18,112.68
e8ace791-85a6-4b08-a921-3dbafcb657a6,f6bdef7b-a98f-4c08-b1cd-d627ef0ccabb,2024-01-13,160.61
deb477ea-12fc-4349-a639-ef13fccc034f,64f0d039-8558-435b-b1ee-9b083bf83394,2022-11-01,214.76
f53310ff-0018-4a58-9f0e-0f66427c14c9,b4741761-1037-4fad-9a7d-196156f6b4c8,2022-05-24,131.98
fc9c4e31-c7f5-4430-8a73-09f5e2f1dae6,b3cf7d30-34cb-4858-a5e7-d50256a46393,2022-12-14,42.98
a414defc-d96f-4463-a46c-bad0e8c67dae,d179acd9-4e93-4c96-9896-2c25e95da37f,2023-08-16,76.37
de9e9b3b-3d6b-4862-b88f-ebeaa1dbed5a,081ac357-bfaa-4ed2-86d1-9231de8aff26,2022-11-30,179.45
dd5ed24c-5dbd-4b0f-9390-c713474a6136,d004c647-74bf-43e0-ad01-eb83039a3eaa,2022-07-25,122.91
896b7f95-0ad1-41b8-9830-45fb127b492b,caa8c998-37ee-4bd1-a3e4-87d38c98beef,2022-09-27,45.89
711fbe15-0421-4e2f-84c1-ea6df74664ae,87dba736-e591-4b14-9021-36bb4a110a4c,2023-12-16,141.94
395a850e-da9b-4ce6-ab3d-7aff49d27b5e,1a49f8fa-9924-408b-a809-4bc56d47a2be,2023-07-13,81.75
d601ddb2-9adc-452f-9817-6500dfd5a2da,0469be88-6347-4db5-81cd-52926e7f9c15,2023-06-08,15.84
6d4d406b-6d12-4583-81f5-b284099cb740,4d76e60c-b7bf-4b24-88f5-16cc4c3dee30,2022-07-14,84.53
c45f01d5-bb96-41d7-bf9c-e91bbd75b119,ed4f40cb-cb6e-4172-a474-481d909cbb94,2024-02-08,26.36
1593bac7-2896-486b-b53b-d0f8dd7f2133,52d1912d-78b3-4dad-b2ae-cd9ba6a133d1,2022-11-02,71.21
e5d89d6a-2ec3-4dfa-96c4-f1dff65dbc5b,da9816d2-ee60-443b-b9a6-712016c66cf8,2022-10-04,89.54
8928173c-81cc-4b4c-b807-641029a3d99e,2f409f8d-f2c9-4f3e-a501-2106cd0b22cc,2023-06-04,55.23
4c532c54-e5b6-4e0e-b2fa-9445f610bbc9,1b37e505-e12f-4f5b-a03a-60b0a94b2648,2023-12-21,148.9
fd182289-6614-40e0-9971-b7b0681ae20e,87aef19a-ca01-4bda-ab04-320158dcb9e4,2022-07-05,25.54
4195b879-eed9-4012-82d8-1ee452b11bb4,0bf7a18d-6ca2-416a-8df5-88be1df2dda2,2023-02-25,138.75
a0123e87-c62a-4877-ad16-3ee24ca854c5,b524d297-b508-4fcd-bab5-97a6913bb7b0,2023-11-21,99.53
0757ab36-b1fd-42a1-9637-abd307598ee5,dcaf0d75-3d9e-4063-b319-da69a9801483,2022-09-12,130.92
340957fc-8b8b-4d3f-8bd5-fdcaf35906e4,f5651a02-8c55-4aa1-a9b4-57bf86c82ebf,2024-01-31,95.7
070ed63f-a40d-44e9-b8fd-3f81c3ce2475,a885c3a3-9dbd-470b-80b7-a73a74047bac,2023-06-21,92.32
797b405b-80f2-4df9-bc43-7413eb6800f8,c92ce7d5-c21b-4442-85c1-c1d641524310,2022-07-11,45.87
88927dc4-1b10-4762-ba90-38ab07a9baa9,e2ca8359-20d5-4cd6-a311-6f59e34688aa,2022-06-13,26.65
e68c8058-ba31-406b-8b33-b70176c49178,c5e02081-6333-44af-b6bf-3663023a376f,2023-12-06,54.47
da022bcb-ca60-497d-afd4-e61437e221f1,4f374792-77b2-4231-b45f-3eb65c7a3785,2024-03-29,119.22
20591fad-1c58-449a-bcf8-671b4c23e02a,83ea8ade-69dd-4c0f-a450-7b24fc04ebda,2023-11-13,167.11
728b38b8-b8bb-4e0a-9146-520a06668533,af236c94-74e9-4755-a0aa-a033b797724a,2023-07-11,182.62
d0c087b3-2afe-44d2-9e75-6d819faa37af,9db6f174-4eaa-4934-8580-337e14d82af9,2023-04-30,95.87
e1434e1b-4ae9-427f-b5ab-74739ce82214,786b705c-951e-41ac-ae53-4c71d8e901a0,2024-01-10,155.76
9cbb96a3-757b-4185-a9d4-c3814834ac58,01934655-7360-42da-9936-fafee12bd846,2024-04-10,66.98
aded8874-7beb-4f92-b857-63e5b6ef194c,9c76b555-02eb-4b57-ab46-072f191be3d8,2023-03-09,126.29
8d8437a8-e299-47d2-afb7-247c89635f53,0fd9d9ae-43ea-45ac-8a4f-dcbc831eced7,2023-04-25,104.33
bd70034f-1883-448f-9cf4-9c6ae4324fc7,10c76bd1-3227-415b-84cb-0a7ad00db57a,2022-09-07,28.52
c29a9ec6-df46-4ee0-892d-20b8d1fe0b90,36cddb1d-2512-45d5-a86e-6e30e7340354,2023-12-26,108.66
9e71e16e-ad42-45bf-b350-5b6815108f1f,35a08c3e-de8a-4bc8-af58-d3f3034db6f3,2023-11-25,27.5
4847ff0f-f214-4570-9312-b41b6d4fbd00,220fe5a2-2734-44cb-b23d-19f9d55ad391,2024-02-08,76.34
39cb0eee-fa98-4bdc-b5f0-fda6a72008f2,394f8c26-b55a-4725-8284-170548f60f1a,2022-07-10,266.09
9ccb25dd-e43a-4999-9272-624476fd96b1,af569352-c349-4185-8fc5-51a72e1ea9ce,2023-04-12,246.68
b79f6ddf-c41f-4706-a690-99b76186794e,dec8db66-0d7e-40d8-a5c8-deb18ce5af28,2022-08-11,138.55
7552af1d-0089-45a0-93ef-597e3b45e4fd,3af83c8d-6c62-4335-94dd-d01284ab5d02,2022-09-27,95.86
4a108803-8002-4d7f-88e4-b9ac16e01ede,d4a6fa46-0cc7-425c-aebd-e630b484141c,2024-03-10,118.82
21fe2b80-180c-4e6a-8e33-7f1b0b383844,bd4745e8-2058-45a8-b88b-3c06476def2b,2024-02-07,177.36
43f6cd0b-d02e-476e-93bb-b21c1431e327,6f5303c2-04da-4785-87d5-d133058b1771,2023-01-14,33.79
d2579337-a728-4e19-b11b-7c8cffed425f,82da7e21-e7bd-4a07-8128-9ba92dd3dc41,2024-02-11,85.65
6e5fb18c-5162-4265-8e09-8791281a26d3,8c88a7fa-4c7b-48fe-b2ce-d07132cfd8b7,2023-05-11,33.54
8be7b462-de66-4d4b-aa19-1a9a84afe37f,2b07c34b-6923-46bb-9e94-e645228bc356,2023-01-12,196.28
7c1b5bc1-e002-4440-bf9f-b70ff1f54ca9,251741a3-f0c3-4d1f-b0ea-3e83a66f1208,2024-02-20,120.06
43463a90-2083-4d21-8810-903ab8c360b5,6a99bd66-1cc9-49e4-9321-f4ab0d63e33a,2022-09-08,17.74
44d21db2-e6aa-4f1b-bb3c-a45a4422630a,26545826-7262-4d86-b163-b9583e7c3f74,2023-01-23,117.95
345adff4-3b93-4de6-93f3-6ec1e34012a8,b8801350-cbd4-4aed-a306-d66f5511fc1a,2023-11-21,33.77
5818737c-ceba-4a70-b085-5a864b6746c0,61f1f731-e4e4-4fb9-a6fe-fd47cbe20387,2023-12-22,140.65
88966483-3b4b-43a4-a957-c06dafd743fd,960d18b6-e7ca-40ba-b70b-bc3b82eca0bb,2023-04-23,111.27
21c169f0-489f-4312-95a7-3c5bcb8b3982,b4706f7e-5c6f-420d-9a7e-6611888d4aa2,2022-04-25,26.61
